1.367988586425781250e+00,-1.322197169065475464e-01,-2.285732179880142212e-01,1.096050534397363663e-02,-1.642972677946090698e-01,9.336464852094650269e-02,2.355538308620452881e-02,1.072316914796829224e-01,-6.505736708641052246e-02,1.811101660132408142e-02,1.366621442139148712e-02,-2.416296862065792084e-03,1.168053876608610153e-02,-4.666275903582572937e-02,-1.942666131071746349e-03,-4.123151302337646484e-03
-1.135794222354888916e-01,1.410874724388122559e+00,-8.353056758642196655e-02,-1.152238994836807251e-01,9.916258975863456726e-03,-1.334870159626007080e-01,6.142673548310995102e-03,9.941323101520538330e-02,6.375069729983806610e-03,-1.030816510319709778e-01,1.779862307012081146e-02,9.250807575881481171e-03,-1.293389592319726944e-03,2.313765324652194977e-02,-2.114203758537769318e-03,-2.051819302141666412e-02
-7.650721818208694458e-02,1.427388982847332954e-03,1.202002406120300293e+00,-1.097409874200820923e-01,8.763401769101619720e-03,-2.222074195742607117e-02,-1.453998833894729614e-01,2.149103730916976929e-01,6.820453330874443054e-03,-8.931397314881905913e-05,-9.654007852077484131e-02,7.496311329305171967e-03,-1.354957814328372478e-03,5.918975919485092163e-03,1.174014806747436523e-02,-9.201923385262489319e-03
3.112575784325599670e-02,-1.002540886402130127e-01,-2.325508445501327515e-01,1.383295655250549316e+00,-2.810716396197676659e-03,-1.319022942334413528e-02,1.965697109699249268e-02,-1.231915503740310669e-02,-1.082570012658834457e-02,1.609092764556407928e-02,3.464678302407264709e-02,-1.020711958408355713e-01,8.538805996067821980e-04,8.067446760833263397e-03,-3.736310871317982674e-03,-1.639770902693271637e-02
-1.227655634284019470e-01,2.810821495950222015e-02,7.280296087265014648e-02,2.365219406783580780e-03,1.420804023742675781e+00,-1.600807905197143555e-01,-1.022728756070137024e-01,-5.183314904570579529e-02,-2.598770894110202789e-02,-4.150383174419403076e-03,1.031337655149400234e-03,-2.371089940425008535e-04,-9.508992731571197510e-02,3.478505462408065796e-02,3.512848867103457451e-03,1.133548212237656116e-03
5.878368020057678223e-02,-1.433352082967758179e-01,1.184323728084564209e-01,1.530821621417999268e-02,-1.073534786701202393e-01,1.360712528228759766e+00,3.561607096344232559e-03,-2.207909226417541504e-01,-2.027912810444831848e-02,1.342604635283350945e-03,-4.240082111209630966e-03,5.791953881271183491e-04,9.974845685064792633e-03,-7.374445348978042603e-02,-3.006717655807733536e-03,1.071399357169866562e-02
-1.285894773900508881e-02,5.319608608260750771e-04,-2.651091665029525757e-02,2.166075259447097778e-02,-1.005013287067413330e-01,2.497559040784835815e-02,1.396464467048645020e+00,-2.214031964540481567e-01,-1.044126343913376331e-03,-1.352536259219050407e-03,4.412568639963865280e-03,-6.669342401437461376e-04,1.121676154434680939e-02,-2.153834248019848019e-05,-9.993696212768554688e-02,9.147595614194869995e-03
-3.898990899324417114e-02,1.669800467789173126e-02,2.424540966749191284e-01,-1.490449756383895874e-01,1.184064336121082306e-02,-7.413845509290695190e-02,-1.222452744841575623e-01,1.191824913024902344e+00,8.483752608299255371e-03,-3.319686977192759514e-03,7.029048167169094086e-03,1.276788674294948578e-02,-2.004141453653573990e-03,7.918709889054298401e-03,7.000249344855546951e-03,-1.154193431138992310e-01
-9.302477538585662842e-02,3.743025241419672966e-03,-3.325049206614494324e-02,2.698056399822235107e-03,1.038507930934429169e-02,-8.978082798421382904e-03,2.242493908852338791e-03,3.698841482400894165e-02,1.372034788131713867e+00,-1.072506457567214966e-01,-1.347063928842544556e-01,5.715220235288143158e-03,-1.578569561243057251e-01,4.914484918117523193e-02,1.529783010482788086e-02,2.892301976680755615e-02
2.039305679500102997e-02,-1.036019101738929749e-01,-2.897506020963191986e-02,1.109649520367383957e-02,-2.414500107988715172e-03,-3.679282235680148005e-05,3.635126864537596703e-03,1.983958482742309570e-02,-1.382315009832382202e-01,1.405377984046936035e+00,-1.832166872918605804e-02,-1.052396073937416077e-01,1.515587978065013885e-02,-1.163109391927719116e-01,1.569838961586356163e-03,3.452516347169876099e-02
9.133748710155487061e-03,-4.075575154274702072e-03,-1.177515983581542969e-01,1.773512549698352814e-02,-7.873405120335519314e-04,1.868175109848380089e-03,1.288163848221302032e-02,4.354659176897257566e-04,-7.068321108818054199e-02,3.581482218578457832e-03,1.195524930953979492e+00,-1.159127354621887207e-01,7.322250865399837494e-03,-3.208405897021293640e-02,-1.433182656764984131e-01,2.342404127120971680e-01
-1.338085718452930450e-02,-1.232282957062125206e-03,3.843132033944129944e-02,-1.103373691439628601e-01,-3.011517219420056790e-05,2.247608266770839691e-02,-7.771210744976997375e-03,-9.372764267027378082e-03,5.660918727517127991e-02,-9.058278799057006836e-02,-3.295153081417083740e-01,1.414493560791015625e+00,-3.056270536035299301e-03,-5.119545385241508484e-02,3.779017180204391479e-02,4.219549894332885742e-02
3.358162706717848778e-03,6.648810580372810364e-03,1.748071238398551941e-02,-6.303697591647505760e-04,-1.017523407936096191e-01,1.979470485821366310e-03,8.122185245156288147e-03,-1.346726994961500168e-02,-1.329030394554138184e-01,1.460348162800073624e-02,2.416584640741348267e-02,-3.283488622400909662e-04,1.406530141830444336e+00,-1.341878473758697510e-01,-1.026598066091537476e-01,-4.576891195029020309e-03
-1.718634366989135742e-02,1.736612245440483093e-02,3.957587853074073792e-02,1.520126475952565670e-03,9.986995719373226166e-03,-9.641109406948089600e-02,-2.980548888444900513e-03,-2.961904183030128479e-02,6.445155292749404907e-02,-1.628221869468688965e-01,3.647827729582786560e-02,1.393568050116300583e-02,-1.083505749702453613e-01,1.364736199378967285e+00,4.347268491983413696e-03,-1.401450484991073608e-01
-8.561425842344760895e-03,2.170697989640757442e-04,3.414199501276016235e-02,2.996896626427769661e-03,9.366614744067192078e-03,2.915583550930023193e-03,-1.074213981628417969e-01,-1.308230683207511902e-02,4.902861081063747406e-03,6.319480598904192448e-04,-6.780703365802764893e-02,1.415830105543136597e-02,-1.062809228897094727e-01,1.229438837617635727e-02,1.410098552703857422e+00,-1.843460053205490112e-01
6.071581505239009857e-03,-8.966283057816326618e-04,-1.417922787368297577e-02,1.534053310751914978e-02,-1.115876482799649239e-03,2.512956853024661541e-04,1.182868424803018570e-02,-9.875600785017013550e-02,-5.466590076684951782e-02,1.290977187454700470e-02,3.163769245147705078e-01,-1.515247672796249390e-01,1.255294773727655411e-02,-5.179626494646072388e-02,-1.346419602632522583e-01,1.133849024772644043e+00
